eruptions	waiting
59.10072334	64.23076403
71.97965655	39.2506262
50.48669705	39.598656
60.43803131	59.4393455
76.37249114	76.95421089
49.41254239	86.20487713
57.31740456	34.47680929
69.88042368	44.78548175
41.69837349	41.04811096
30.60190377	48.78957917
49.24524893	34.66339426
45.22995413	49.26893354
63.65903747	78.82411589
97.04982508	66.74483063
57.99155074	88.72216253
49.25249434	58.98969042
63.52036692	60.8877956
88.80981248	59.72636489
49.45741376	83.67903638
67.38987436	61.65328159
56.40458031	82.70058654
30.10898572	64.17008755
46.10651869	49.53051089
18.66662272	62.52094412
71.14751731	68.09914541
63.31028736	49.17253791
70.9172927	84.52064087
51.63736891	66.77192513
52.13499422	45.20807549
40.49208546	39.79896313
65.10407634	60.97706697
95.53277124	62.41161206
55.50230313	61.59370463
54.86628401	67.06595388
49.94192562	76.73944682
45.84090804	62.70439685
52.0794717	39.36631833
48.29500791	48.69662053
57.93024422	40.30758919
55.59533321	47.2079188
33.07064474	53.87832583
63.75885501	42.31597753
34.06583362	50.77150883
97.89042046	66.26147167
25.96368832	60
68.13131553	71.19179568
86.9369873	65.75248282
59.44589348	56.05732727
90.73113248	68.46330908
27.56856143	53.92905884
83.67897983	64.264078
49.89816277	83.79843713
47.90658969	39.0535989
53.66387322	67.55110185
72.83500142	86.31565271
61.47454071	88.13591291
78.51577356	72.48904696
92.06928508	53.34037226
19.4467132	51.58985413
65.79932045	54.77826842
79.56205363	63.68028539
16.75540302	54.85767361
39.17338125	76.27153788
82.66434447	45.83774576
69.7416461	31.70820542
64.18809345	38.45412704
50.39936524	51.04726325
58.69178197	41.29161055
15.3983658	59.49241842
68.34330053	77.89226573
86.61324265	55.42374354
68.99772092	82.27014076
58.25901059	52.45894639
81.36598322	77.92818864
47.12631428	74.80948133
64.34582405	55.49976746
57.78454046	69.59620954
83.6814293	54.77059288
61.3042304	55.45160808
80.97282721	39.02717279
86.98543532	67.60379353
75.46892945	60.37116397
69.39486985	77.66918037
91.93661558	64.74891771
58.75085338	58.45743239
61.96902271	57.73489848
73.92837109	56.55443137
48.95678652	87.33291249
60.96519448	87.63955367
60.37003132	60.24030115
54.35521873	52.77500945
51.50034453	39.97606656
66.23332316	49.20356758
55.64557651	61.97286803
75.5983433	77.32371527
82.97761853	50.78621659
69.30207012	38.0856961
60.8567376	66.0960048
87.3976876	60.65368813
59.9712401	60.27363218
66.85595011	74.70263246
87.59025868	65.28201863
54.80392697	56.49520449
89.57665683	61.44618166
55.22072361	71.25926959
61.15247473	53.46399103
59.60804164	59.53288222
56.74073807	51.04525145
63.91513222	43.04169926
46.81628598	73.18371402
57.89947448	50.90162439
62.33845529	37.75108408
51.4965825	55.09054962
65.21615852	64.69665023
62.37199387	48.8406462
66.88261741	42.07016866
67.73038163	59.33389609
59.01232585	51.9560396
74.17613613	68.51788193
30.11621222	54.52637177
14.2618835	53.51744093
56.16099664	71.14927531
46.87215307	80.21511154
61.27883285	45.38287363
57.62080921	53.80199609
24.24185565	63.47197497
55.37116683	83.81328229
34.12397146	50.05252153
41.86716107	58.44903831
52.74185572	42.03546252
21.38100318	51.97381198
35.10378497	60.86621809
108.236279	55.94113926
47.30936143	35.09321941
39.21107799	43.75791404
58.3589287	41.24246917
71.70791805	39.72129109
76.67323263	57.82131112
81.8389234	63.80154612
59.48136492	30.28741622
75.82032331	76.38242436
60.59770453	68.547573
70.15486346	53.40535456
73.14401035	86.94921491
19.91909165	69.52403509
78.76840814	41.23159186
63.39525229	55.8072126
66.91835397	32.2519978
46.2329862	85.8919872
37.66422769	41.25806169
48.81866243	77.89388059
75.94418854	35.4481027
68.04679911	53.93630194
51.0697265	50.08192649
38.90372081	75.89718663
78.08068759	65.60426022
59.243955	51.35836615
89.08990375	59.56928087
50.35109412	51.31208612
57.71017394	61.32203169
73.10319198	68.18778308
64.60942497	56.65105673
58.55489791	58.01098761
13.91532617	50.98489248
61.02655618	62.10475208
73.28513314	59.88301102
60.95976782	60.69731214
49.54047966	52.94496445
77.22274504	40.18749822
53.40354249	69.77965043
47.29609427	60.10416247
63.98091898	44.03340606
28.98626954	60
48.99036858	46.40423746
81.92165817	61.89846848
75.84922816	43.00378364
75.69418645	38.39880552
76.61129366	60.07413189
40.78410965	64.78943911
61.9694515	57.96057327
98.31364633	69.71272022
40.82535557	80.56228871
37.85866964	58.3104647
71.81340139	48.59193088
79.36571523	74.0700157
79.83507368	76.64360301
39.26005699	78.0289574
49.46850206	50.17921929
64.69725318	48.93396497
65.17144551	56.51181596
55.74075053	45.14623187
62.50744776	36.14322813
56.39837117	76.94433145
68.04093082	65.63032037
55.27946012	39.55309538
55.41145459	54.1269297
106.7436063	47.81980173
63.24824669	53.0341125
67.90493774	60.55640707
47.86401312	60.17399745
67.57171134	69.02361419
66.74642775	52.76534198
64.03312205	57.06976531
59.13996923	84.62805902
61.69610119	84.25537708
80.77256864	43.17870558
28.76553628	66.17460516
64.26644057	64.41802854
37.17247205	56.16985844
58.11513339	44.64899337
63.97787304	65.68099145
81.02649329	67.83680118
44.18764046	50.87072996
51.54701297	68.75332431
43.00171208	44.69467281
60.81076288	61.46265496
88.68804419	57.78150181
56.84947154	57.26128739
56.91645755	89.33794667
59.72293115	52.06578633
60.83058806	56.40232786
44.80426474	58.27716542
32.47723175	70.69408582
60.48101061	87.55707931
64.59208295	48.03721491
57.61850012	40.60423997
91.50670069	47.51983978
55.47396458	76.89139415
63.76633797	45.94383534
62.48578439	80.24508918
52.00167885	55.00209425
82.66588515	56.77193917
66.08516434	88.62844737
57.1283242	76.28608277
45.08700721	81.29796093
90.23575507	58.25732837
43.90534919	69.67064185
63.19731193	33.95998404
56.59560778	62.21083816
65.19771083	55.15305624
26.99988547	50.19643055
50.43402292	74.18214425
47.57735566	69.02557942
43.89168664	57.27961471
33.41808475	72.154232
41.09469781	72.75178734
16.474122	60.51492911
69.37311417	58.0236668
66.05868446	51.0176309
62.33775842	64.39668413
38.31371344	51.4417375
53.66636276	80.71639395
42.44567778	43.6303297
68.19459817	67.91343147
57.82854616	49.78411289
44.63309119	48.42020363
58.71789741	74.65449964
95.75644001	58.28585753
86.48896733	55.92550476
60.57672183	68.24750635
42.61161665	59.80370133
58.32649761	58.91321484
64.12049162	52.86309916
56.67187534	56.17143054
47.83847454	60.27823737
46.07809972	54.71879275
71.43812736	58.95221801
59.05913995	33.05729326
44.15164502	59.67471391
73.03074391	50.87577488
56.03897945	71.50363896
69.61716654	67.51375398
70.49186642	60.05503629
76.26401066	41.29039596
73.44013136	62.11327459
65.25394476	53.27525736
32.74707061	60.7211026
90.62980569	70.09179945
55.7631829	84.02818382
69.31419538	48.49792661
51.14695854	53.80103363
66.29100126	65.09435238
33.60053627	63.72290119
61.40288792	62.07986687
69.176011	60.57545377
86.88377036	63.481699
78.66922028	72.59254808
62.29353417	45.51919518
55.39187334	56.89177932
39.10251866	74.63257396
31.98032299	53.44070784
40.64685604	74.06088214
89.41676542	67.46373569
51.0434772	54.4033434
75.67730299	47.30477035
58.03886446	63.3967864
78.19134155	80.20353159
58.4426413	71.08118294
100.1470442	72.4466532
65.49211952	44.04972675
48.62134241	45.94852809
75.78951033	59.66736456
102.9980756	63.09958217
76.97309928	59.44612406
49.06424406	47.41985186
35.81528716	50.01234979
60.59094917	60.49586523
33.47499546	68.8037538
53.23620268	60.80494244
62.4746969	31.71408501
71.90662678	72.768294
74.28291786	43.56938253
58.02180017	56.57365739
47.00752422	70.15083458
81.76834625	43.59637452
59.50687174	45.87865411
85.01399322	57.91489715
61.51808431	49.19826884
33.54948793	61.83883719
61.55790387	61.85663754
60	66.71612988
56.94189418	56.94189418
57.65687283	45.2060773
78.84344269	64.94132367
62.96022354	53.65178014
22.74707482	67.77674037
14.36794568	60.95792649
72.76017244	69.96933932
61.64422597	65.06040721
37.76781603	72.8357574
59.5861669	83.70848255
49.87125967	49.51138235
81.99884837	58.88871828
64.66302237	76.26189158
45.43155507	43.24092121
51.31699003	73.37066284
67.13146726	73.41233922
70.19745471	60.12295761
55.50587982	51.54778924
66.43988734	42.30655496
54.31160091	60.62618636
45.34976141	58.66936736
52.75661873	87.03266694
62.11762788	58.34552777
67.65876719	55.5782087
48.48647612	36.39377776
102.9243632	54.501667
62.28026855	57.6387128
18.2315083	63.47471368
81.40640547	58.88495023
66.20696684	30.7985169
52.05426302	81.83073293
