eruptions	waiting
12.72590051	19.08573386
27.46013639	25.43187005
44.34682183	10.67821051
44.41605835	24.73564279
38.3958658	25.98671033
35.9612183	27.92655539
43.54370177	27.26566535
30.86850222	39.58256019
49.49523124	2.870149395
45.42087966	38.90485401
64.34535851	30.85066765
28.32042322	32.09455581
28.16796278	5.388650881
28.2415332	25.76441935
51.91543113	26.05447622
39.32736935	32.83455731
38.44926357	23.48301105
72.83850863	22.51930374
39.48197492	18.98331853
3.812897244	16.0230895
34.02546532	23.4194841
36.67667008	15.07296078
9.17423499	21.46691727
76.27375814	15.01103206
26.6412742	11.49880553
21.92606015	16.63770814
45.15278755	2.030094262
31.25771691	39.63548932
74.63384299	29.07143316
47.00148874	15.15183563
61.88287914	20.58358379
39.06112682	20.97223164
22.63308376	39.97835177
22.52334287	24.94056502
22.40068809	12.52460493
40.97233372	23.89981754
50.75553557	-2.0521159
67.57847555	18.67055979
4.123139827	27.95599959
64.67314261	20.49546833
66.4063955	12.10183318
57.99808788	11.13503844
55.21992666	22.8587337
64.47971368	24.03589306
70.56270926	19.09157912
29.90194437	34.97098314
39.90108406	19.75517445
40.64875736	38.57798015
40.31144272	28.91855247
13.61469779	22.14942141
30.7197833	36.07380682
41.9660923	17.0851483
34.29897008	49.32925637
37.7711706	26.4729906
35.36382813	41.81147378
23.8899118	3.889911805
32.63583514	42.66456895
27.11095533	5.172850209
40.96226747	26.84688882
36.99785225	1.045185093
45.27027641	5.520034567
51.7993775	24.94170299
36.63348467	27.9310131
21.61218218	25.69739258
21.92426093	5.265129355
61.71214481	18.9277907
10.70817364	37.73124801
13.90540981	18.6198818
27.6142554	10.9827575
47.20346246	10.44068245
11.83437136	17.59658521
36.43781192	14.07152347
63.83615061	21.35458114
50.4115498	20.14831381
29.544505	36.73228966
14.2556592	19.76773571
36.29992411	24.40957874
32.80062558	37.81907698
36.87015637	42.26999458
75.1934172	11.79825317
37.97932674	12.9530749
8.239491481	27.94347668
47.98677106	19.59563997
56.3200188	22.25122605
34.53906117	22.5875724
40.83552252	16.0691756
41.04100788	18.12197208
57.68332381	16.49191328
77.40451331	21.02161534
33.08737012	12.84176221
38.4977542	48.66455746
43.01063117	27.09260256
31.4212332	18.65886845
41.12615046	32.87195862
22.18961543	13.619027
47.53027369	-4.630415419
35.58791309	39.11084802
80.51662913	30.54178093
38.04148032	26.40602923
36.48567072	7.744077297
21.53080995	23.95412065
69.76660744	19.7554856
70.40660656	29.86337848
1.605839494	30.13553452
83.1231626	15.87509785
21.61536226	18.91972758
1.028201821	28.01791754
59.93903195	16.43886953
29.97628612	47.53992755
14.62441523	15.33846846
38.00605583	-8.514730056
31.06754207	8.146227961
51.03256998	36.98866798
36.60050247	-7.686685569
40.15093976	11.35266677
71.43882965	28.16699827
22.17333864	16.83329335
31.26360774	10.95320098
63.53834355	22.06693822
26.78571388	22.94946659
36.32820348	11.75300999
56.33401678	20.11694955
48.90613995	21.8215125
52.68112146	41.96434666
46.75047318	12.76100378
14.35414234	23.02037764
35.18922391	9.194820002
38.74708546	12.08940894
45.12638707	34.08463273
67.4359501	24.67310949
10.51479706	23.81313707
61.44552035	20.35956977
52.05126272	18.25425943
17.39922761	36.0977491
38.12979952	11.20139849
16.00048989	8.468569823
-2.912468981	8.515822395
37.2851507	2.85911609
9.415019083	26.58532239
50.75344422	18.57346975
20.5836936	29.58298029
23.60723736	19.90655805
38.39353548	4.715511027
47.79137384	-1.406623702
33.08610035	32.47300514
48.47983586	20.2148421
12.65184138	23.60921106
52.20775121	19.5316161
59.05729157	16.1326931
30.2946388	21.10400283
17.01263577	34.41762137
45.26981435	13.71967982
44.93985068	30.12819482
46.6293832	29.82846478
50.5207694	6.534029247
25.81819976	34.18180024
47.96182524	21.34185291
21.72391407	3.946196679
35.25053722	11.06755965
23.14809279	9.5938701
28.13670695	41.4019472
41.90604051	11.74403153
40.27828575	19.08976834
15.94872028	26.50804654
42.00764576	16.22416749
31.60635938	23.35255909
28.61598045	14.80423207
28.54396377	18.01946691
13.79889513	14.0200026
9.577534853	31.64931461
7.357289624	3.19719536
4.805311688	10.63866672
29.42089706	38.32354379
49.68276919	1.78935972
10.27608921	12.90791714
23.01505931	40.24186409
50.87009032	36.73847123
33.83169846	15.46293869
38.35567004	11.5406557
17.36882561	23.51310019
61.64329845	25.86284435
29.23285462	20.26044358
64.82418107	21.52136632
36.63920574	20.24270789
5.781432505	21.04948842
62.53869624	21.63712717
46.07518323	12.75987856
48.69682539	23.00133528
27.87920081	18.04066079
70.02552246	6.876716541
50.43613317	4.527796294
35.86480915	34.42112429
20.32425164	21.86442283
61.68409707	37.60469675
42.92133976	28.99095927
37.94897828	-9.330977121
60.56902715	11.08207058
29.63992426	33.26029225
65.93231522	6.494221854
22.60619774	21.49509127
39.01806075	18.48794615
52.57523248	10.02851236
37.56817108	-3.137306642
21.52320675	27.55135769
34.45877208	10.00336021
57.16486948	37.16486948
11.13400822	17.52222733
52.38378435	12.92580594
39.77141173	33.09581323
41.12330889	14.22107672
49.87081699	5.365912009
27.32433894	7.324338945
17.65721947	12.93556305
55.41897959	21.50391417
42.52699265	-0.58070357
51.42573479	6.856195673
47.30819741	29.02487221
64.86988743	23.92254669
15.93599832	17.67723065
61.71381018	18.75932475
38.44700485	37.75081582
41.19942615	12.42712131
38.1718298	11.39913541
61.02369135	17.79326035
4.345061565	29.00611588
52.23078589	1.867114219
18.34343958	8.959662505
51.23232691	-7.800984658
14.87863422	13.85914779
51.17121175	15.56232603
39.92406843	18.55113939
46.67046708	34.30486281
39.38628277	27.01482
63.5259538	36.66982697
61.94402281	20.28239967
31.90350396	38.18502786
69.60426046	17.27672826
55.75520743	19.29923237
15.16384696	34.75381063
42.2927955	36.31408768
39.36676836	18.85761988
39.14263548	24.86235584
47.8184806	10.34498054
58.0713322	13.62848298
39.26707675	11.6226489
61.50014449	20.91194542
39.48634258	27.34564337
42.46723494	16.34217378
-1.277925762	14.23840206
39.72992326	35.47268616
30.76985665	35.3615382
34.12856136	25.87143864
40.62181599	37.80648015
44.75627545	5.361689364
64.05723984	0.618413502
42.5578062	40.83165978
64.12321812	26.88483864
47.92277945	36.99045536
21.20331498	1.203314982
11.09625291	25.6191024
67.65864707	10.87330672
47.43016924	47.7297691
47.94170015	19.69689744
38.50439633	11.51801011
38.19380451	14.09220077
39.89186321	19.68594795
20.05349706	11.55128424
40.14884533	15.73762737
60.93172613	6.770992447
14.27997593	18.21370291
59.74673341	17.18055018
44.84739367	19.14337597
42.57868075	11.00707151
20.92476865	4.684625111
4.608210664	26.46000053
35.61182122	13.96019007
9.628111562	17.96303042
47.13096793	15.01438224
42.36908547	13.49099116
32.4621388	1.343138838
18.26205535	6.106411753
42.59690692	24.49797473
58.05935022	15.68976321
42.92368121	14.26195254
68.15412081	37.72127276
13.37100703	5.024422333
23.64997441	7.263217586
28.10979757	1.690693868
38.11085923	-7.01597163
52.83595354	-2.232523699
56.4229266	20.48741281
38.79763164	31.4397708
37.16462973	26.3683459
39.30581048	27.93462247
