eruptions	waiting
69.00209673	-22.50933179
88.52932912	-8.681197956
78.46244395	-21.5921859
96.5158571	-17.85531316
55.84979258	-19.62504747
80.06977927	-20.06308428
68.99556878	-17.15363325
101.6003893	-18.98683567
81.77226835	-17.81143085
82.15876097	-35.36038244
95.01418029	-25.31753633
75.37281507	-18.06000531
72.24489655	-20.07708024
51.52919554	-11.74218528
69.98648654	-17.1025818
60.04567991	-17.33525578
80.76831544	-19.01660108
109.0702178	-22.33725384
101.6749631	-21.03482521
55.98473766	-22.14994559
67.51223578	-17.45834348
89.42536786	-26.71273797
79.21448912	-19.18657967
96.98372805	-17.95785297
90.05625802	-21.21705188
61.61673209	-8.321147946
74.97973096	-9.706923108
67.00704789	-33.45459577
105.2925485	-14.66624343
96.40246452	-19.57195704
63.53590159	-27.11197589
82.53134917	-9.035522149
97.89667855	-20.02727806
100.0630866	-21.47578856
82.6280552	-38.69958441
76.46261105	-4.677885104
68.75245983	-17.65067614
79.52293833	-29.10287885
79.8268839	-20.27704368
71.70796308	-14.94046315
63.71274082	-21.84837216
58.28765493	-22.41097069
86.54656997	-5.296163106
81.46321993	-24.24949925
88.71119032	-15.19228502
79.41457264	-26.69146534
84.73807262	-3.476377096
55.77436247	-12.51376499
90.50356271	-16.78198361
43.05653015	-22.23792066
79.88783054	-13.57381574
53.87533257	-23.25345532
81.86201104	-11.2399268
74.44180821	-2.893644626
71.12437871	-25.25264168
99.96346359	-19.07968768
84.36368002	-12.4418845
77.4312998	-19.6429003
92.96446985	-14.89948223
70.14321856	-4.22585231
84.9975822	-26.39661352
89.65400832	-19.05558705
79.98707467	-20.12297629
85.10386803	-17.3721473
67.17155403	-17.5416048
50.80087053	-18.36180109
77.76293584	-15.79269424
79.09787195	-18.84532875
55.58293109	-13.55070023
95.29519021	-11.69652884
77.53881753	-28.05016512
79.05021464	-16.89339208
79.84554014	-20.22899617
62.61180263	-17.97703264
95.6796064	-31.49203636
40.92757878	-1.161511091
-17.40825926	4.944529258
-2.888191719	-27.10320808
7.299775707	-3.93519694
8.613631289	-18.75318755
42.90670921	7.10043286
-7.110922435	-21.66729562
16.67924373	-3.083440648
19.37040179	-19.37040179
-20.18497853	-28.91635428
3.340181262	-14.38734305
16.60176305	-24.15752655
7.928187263	-23.08091081
17.54373197	-22.55487835
8.658625467	-15.00607791
-6.852302195	-9.464201584
23.71878839	5.781660746
10.78047939	-13.13033187
18.70615214	-11.61591758
11.99293945	-16.95020583
35.39659851	-27.17410409
4.90038154	-13.14590397
-2.373390975	-9.962958612
8.869051257	-10.71118943
26.47431298	-17.84405517
3.937436233	-7.955813412
4.173952481	-20.95720176
15.93120694	-29.40010376
4.384598054	-36.41838907
-9.666623656	-17.23442887
16.85365286	-10.25163175
28.55964226	-1.371723319
14.74551379	-25.52187621
23.72473056	-30.34774983
4.94574348	-9.684875092
15.99524733	-20.81571249
-5.174937887	-13.21795715
11.62775491	8.605323807
2.858317819	18.64372272
-7.781856039	-9.447497405
-26.94764572	-17.97975719
12.93062478	-8.119182386
-10.38855634	-1.530490147
24.69288721	-10.49481576
-14.89399521	-6.721363428
32.48577125	-12.58053529
12.83765706	13.11086214
-25.09048668	-6.656528021
10.18592704	-20.65175288
33.99635049	-19.60943747
-6.034335986	-16.95658556
8.688922094	15.01685674
3.684424301	6.45263719
35.1991092	2.525693526
-22.96472735	7.386006054
18.42528566	-8.546608762
13.24202882	-26.67879239
10.24304034	-9.205050856
-17.39150615	4.206578406
44.89134514	-12.58312052
20.02314564	-10.98006372
5.067976375	0.576758795
11.62765233	13.27651271
24.91588007	-14.51057211
34.31977718	-29.42953181
30.9842097	-11.81916132
-0.014538096	-26.66699028
-11.19711359	-2.711045496
12.21573203	-3.912326271
9.424508455	0.981032825
31.00134995	-12.69264859
25.75923025	-17.90988899
-2.611485422	-9.670661008
-3.485179343	-7.247480505
12.16023854	-15.93520662
0.398161132	-8.586395742
0.025463318	-27.27640431
-7.379739077	0.912403222
3.346459	-15.02968901
-25.17540902	-15.68632184
35.94031285	-10
10.12231682	-9.227722022
26.67625172	-10.05389735
-19.25988332	-24.52107658
14.90684021	-24.25049872
7.054128751	-15.10239868
9.646788537	-6.639417407
16.20095617	6.154043106
4.818079471	-15.36603579
-23.88765539	-14.1614745
3.834419408	-23.84812074
-15.92208309	-3.0669811
-20.21370144	4.343296291
18.22731641	-20.91801764
4.146173822	6.083255241
4.418876947	-2.593599553
1.264912036	-19.36723501
-24.844083	-10.90524626
16.43805456	-5.347603284
29.28902194	-9.237588523
-25.37609515	2.326666373
34.12673845	-9.090820146
13.87203976	-24.45064913
-5.509067405	-14.65877028
18.49079227	17.77213015
11.90071694	-7.81347528
47.85290652	-16.96096229
7.579136793	2.454261531
-23.16252134	-4.317224507
1.316837095	12.62041273
4.016442359	-0.4243061
-2.876329817	7.722747562
29.13019768	-6.821656983
3.397931637	-30.31907711
54.66688416	-7.228591015
53.67928492	-15.39576198
17.81730528	-9.972510895
30.74661679	-18.22298875
-0.131133402	6.861037454
10.43753222	15.06620397
12.90696346	-9.910242931
7.749623294	-7.500703467
25.81805439	-7.576000525
22.68808281	-4.283187966
-28.03391373	-17.45093817
10	-34.2390969
14.23060687	-16.27213261
22.12101233	-24.44525998
10	-3.487067479
-3.470797862	-9.692205698
-3.302827264	-33.99893566
-20.02744955	8.293020291
20.58968147	12.70964519
30.95352292	-10.69972967
27.46694181	-32.35666601
20.63862832	-9.535361703
9.743463179	-10.38033148
-13.8729683	1.462770857
32.35523732	0.240281069
-11.25223856	-25.945885
-16.81184273	-12.09625907
0.636806455	-21.98434123
-20.47772753	8.03795112
-18.28792437	-28.9506907
24.36842969	-18.5098009
4.731073753	7.233881212
-8.416751516	-8.800005138
19.18777185	13.93496399
37.12972068	1.031081215
2.114809112	7.710428703
6.739023771	-0.529437363
-5.83118726	-16.82544067
-8.076907012	-31.54321887
8.62236592	-25.74642958
13.66643234	-17.86268953
-2.377167356	-9.921181
24.14550131	-14.93093506
28.1252945	-12.36977746
49.49651439	-22.00385176
3.251300041	-27.58096446
2.925953938	-16.4129681
9.320948621	-6.148908262
37.55655116	-24.53494379
32.90351314	-23.66127353
-5.587027462	-22.84209464
31.00197983	-18.81936801
-5.391428964	-11.4615342
-2.573346099	10.92556194
9.035363627	-12.96884548
16.16525352	19.00523734
