eruptions	waiting
74.72400064	21.38156758
65.85924451	7.231027461
65.46758165	37.34703997
81.78677874	49.66910272
62.15526554	27.63784018
46.89096843	31.12241994
47.3845057	34.91902935
46.85183301	19.1909261
82.56378645	25.27886654
91.5958609	28.28556016
49.42052446	28.59749237
42.40343766	20.24018594
44.64411626	37.03294457
23.6572666	30
52.5642661	24.61372043
56.98830814	12.49167078
29.09882115	45.33063564
30.73608629	17.71375873
38.98694518	6.514985228
58.24394129	30.90821379
20.84963759	5.141369841
25.63494311	0.730750254
75.52657326	21.23775368
32.37213154	32.74554537
32.50931086	20.516933
33.9817016	57.74450668
79.0393974	21.44509407
53.33343509	61.71551635
18.96666254	17.44470415
45.36707553	40.88829324
56.80859526	53.74439345
32.20579747	46.22377376
89.62507463	33.98755616
60.88370354	12.08230717
36.78697831	-1.775358307
51.26604858	30.9633282
65.07018973	-5.086197539
45.15962089	-3.596628788
42.31975172	63.26681011
61.32710107	11.24276132
52.44182727	34.2293689
77.36446481	47.2516599
62.83852989	-3.07643551
51.56951764	39.90954436
22.23497196	29.51452472
53.53187891	29.5410863
58.37044549	10.19857178
50.13797128	19.73301799
29.49804682	12.8480397
49.91065402	17.00356109
64.84470237	17.06090759
86.25276088	31.07771118
59.81285753	25.14072856
18.74716812	39.3311179
31.10254873	41.62194323
61.98923828	30.60799202
17.40029573	30.58576804
37.11121278	31.85289788
55.91270229	29.64582554
72.69514574	22.02875132
54.91944013	31.33808608
80.52749936	17.22629958
72.03295784	21.85627929
34.82046532	45.1793638
102.0646596	34.18984412
62.62447994	15.27169759
20.8435495	35.07102505
64.6570456	45.71775709
37.40910357	46.11561252
96.28250397	26.77001969
53.55735133	0.672941908
53.49808469	34.02408612
48.46570765	35.01844416
43.39047384	21.81745606
53.06932511	59.20267777
48.29137964	-0.261162478
51.02095472	6.604850266
78.25291198	31.4332785
23.11802537	43.35996774
64.47873	24.13941057
57.0014674	29.49576923
95.55279126	24.74798512
89.92717029	12.45277134
55.39226365	35.39226365
70.40160972	56.11286965
74.46670313	22.24179269
37.74375651	45.1073836
72.09178198	-5.91289204
48.21342428	30.51742148
38.71154453	6.040140938
97.62351688	28.63740149
51.58459488	41.27497843
80.96591218	39.46590214
49.74282858	28.79080344
67.53898637	15.55733975
67.32011949	36.02129592
31.62904116	6.18146704
75.8877808	46.18294515
46.07116955	32.83881984
51.55964586	34.28509178
68.19639548	32.0861338
58.03461849	0.043922441
72.43703743	45.35108935
48.45594904	33.50710623
63.14754575	34.34744754
67.90268555	1.981383097
54.06793567	55.68393499
55.6905623	19.04778341
38.87204778	38.55819939
69.666089	7.256539869
49.86933872	29.42640559
29.84980372	58.77746266
22.26195278	57.73804722
56.89450181	29.71102112
32.24917751	11.30922302
26.3928652	7.821222551
43.56184004	21.53837772
46.04488646	67.63039169
27.01491846	36.52406738
44.89135299	38.5022164
